state,lga,name_school,latitude_north,longitude_east,ward,number_and_street,code_school,name_type_sector,name_type_location,name_type_school,shift_system_y_n,name_type_water_source,name_type_health_facility,any_classes_held_outside_y_n,shared_facilities_y_n,multi_grade_y_n,name_type_year,male_enrol,female_enrol,total erlrolment
GOMBE,AKKO,DAMBA GARKO PRIMARY SCHOOL,,,GARKO,"ALONG HILL ROAD, GOMBE",1160110268,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,40,21,61
GOMBE,AKKO,DABAWAN GABAS PRIMARY SCHOOL,10.009624,11.080681,TUMU,NEAR SABON GARIN TIJJANI,1160110269,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,61,47,108
GOMBE,AKKO,SARKIN SHANU KALSHINGI,10.161729,11.262624,KALSHINGI,CHILO ROAD OFF KALSHINGI,1160110271,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,55,38,93
GOMBE,AKKO,GARIN UBANDOMA PRIMARY SCHOOL,10.360923,10.980163,AKKO,BEHIND BULA GRAVE YARD,1160110272,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,149,197,346
GOMBE,AKKO,GIDIM PRIMARY SCHOOL,10.288906,11.222073,GONA,NASARAYO STREET,1160110273,Pre-Primary and Primary,Rural,Regular,No,Other,No Health facility,,No,Yes,2020/2021,74,57,131
GOMBE,AKKO,KWAKBENTHE PRIMARY SCHOOL,9.976984,11.137849,TUMU,KWAKBENTHE,1160110274,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,44,46,90
GOMBE,AKKO,HAMMA DOGO PRIMARY SCHOOL,10.282524,11.09209,GARKO,WURO BAWA,1160110275,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,178,174,352
GOMBE,AKKO,AFGHANISTAN PRIMARY SCHOOL,10.247185,11.186777,GARKO,NEAR BYPASS GALDIMARI,1160110276,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,130,112,242
GOMBE,AKKO,MAREWO PRIMARY SCHOOL,10.201082,11.213613,AKKO,GOMBE ROAD KALSHINGI,1160110278,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,175,75,250
GOMBE,AKKO,BUNUN TUMU PRIMARY SCHOOL,10.004,11.0114,TUMU,TUMU,1160110279,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,390,430,820
GOMBE,AKKO,JALINGO PRIMARY SCHOOL,10.2925759,10.9579181,AKKO,BAUCHI GOMBE ROAD,1160110280,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,No,2020/2021,315,237,552
GOMBE,AKKO,SHUWARIN PRIMARY SCHOOL,,,GARKO,WURO BIRIJI STREET,1160110281,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,Yes,No,2020/2021,169,169,338
GOMBE,AKKO,BAPPA SIRA PRIMARY SCHOOL,10.25197,11.11664,GARKO,SIRANKEWO,1160110282,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,Yes,2020/2021,285,372,657
GOMBE,AKKO,GARIN LIMAN 2 PRIMARY SCHOOL,10.062409,11.2025902,KUMO CENTRE,PILOT KUMO,1160110283,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,No,No,No,2020/2021,147,167,314
GOMBE,AKKO,DOUMBELA PRIMARY SCHOOL,10.293403,11.10779,GARKO,BEHIND MATRIX FUEL STATION,1160110284,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,Yes,No,2020/2021,157,202,359
GOMBE,AKKO,NADABO PRIMARY SCHOOL,10.05258,11.214834,KUMO CENTERE,BAKOSHI STREET KUMO,1160110285,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,262,300,562
GOMBE,AKKO,UNGUWAN BAKA PRIMARY SCHOOL PINDIGA,9.988057,10.949447,PINDIGA,UNGUWAN BAKA,1160110286,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,139,172,311
GOMBE,AKKO,TOUGEL FULBE NOMADIC PRIMARY SCHOOL,10.281215,10.9794639,AKKO,ALONG GOMBE BAUCHI ROAD AMADA,1160110287,Pre-Primary and Primary,Rural,Nomadic (Migrants),No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,39,28,67
GOMBE,AKKO,GARIN DINGAU PRIMARY SCHOOL,,,TUMU,GARIN DINGAU,1160110288,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,118,100,218
GOMBE,AKKO,DUBAI PRIMARY SCHOOL AKKO,,,GARKO,DUBAI QUATERS,1160110289,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,107,96,203
GOMBE,AKKO,ABACHA QUATERS NURSERY AND PRIMARY SCHOOL,10.257153,11.177475,GARKO,BEHIND ELECTRIFICATION FEEDER BYPASS ABACHA QUATERS GOMBE,1160110290,Pre-Primary and Primary,Urban,Regular,Yes,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,355,339,694
GOMBE,AKKO,MALAM JAMO PRIMARY SCHOOL,,,AKKO,ALONG GOMBE BAUCHI ROAD,1160110291,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,Yes,2020/2021,75,81,156
GOMBE,AKKO,HAMMAYEL PRIMARY SCHOOL,10.008125,11.077541,TUMU,ALONG SABON GARI,1160110292,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,Yes,2020/2021,67,53,120
GOMBE,AKKO,NGALDA PRIMARY SCHOOL,10.261253,10.8629624,AKKO,DOLLI ROAD,1160110293,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,No,No,Yes,2020/2021,172,52,224
GOMBE,AKKO,BAGADAZA PRIMARY SCHOOL,10.263864,11.161065,GARKO,NEAR MASS BAGADAZA QUARTERS,1160110294,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,248,226,474
GOMBE,AKKO,YOLOYEL PRIMARY SCHOOL,9.958467,10.974032,KASHERE,ALONG GARIN DISA,1160110295,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,19,19,38
GOMBE,AKKO,ECCDE CENTRAL KUMO,10.2548088,11.124577,KUMO CENTRAL,ALONG EMIR'S PALACE STREET,1160110296,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,145,170,315
GOMBE,AKKO,JAURO JATAU PRIMARY SCHOOL,10.25224,11.16067,GARKO,OFF BYE PASS ROAD JAURO JATAU,1160110297,Pre-Primary and Primary,Rural,Regular,No,Borehole,No Health facility,Yes,No,Yes,2020/2021,136,162,298
GOMBE,AKKO,JAURO WABI PRIMARY SCHOOL,,,GONA,ALONG GOMBE KUMO ROAD,1160110298,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,No,No,No,2020/2021,168,99,267
GOMBE,AKKO,GARIN KALE PRIMARY SCHOOL,9.941967,10.965153,PINDIGA,ALONG YELWA ROAD,1160110299,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,50,36,86
GOMBE,AKKO,TUDUNWADAN PINDIGA PRIMARY SCHOOL,9.8140364,11.1629743,PINDIGA,ALONG KASHERE ROAD PINDIGA,1160110300,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,29,54,83
GOMBE,AKKO,MIL TARA PRIMARY SCHOOL,10.2115,11.11054,GARKO,ALONG JAURO STREET,1160110301,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,13,10,23
GOMBE,AKKO,WURO KESA PRIMARY SCHOOL,10.314903,11.188395,GARKO,ALONG KURBA ROAD,1160110302,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,210,143,353
GOMBE,AKKO,ECCDE UBAN DOMA PINDIGA,9.983045,10.956722,PINDIGA,NEAR EMIR PALACE,1160110303,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,35,23,58
GOMBE,AKKO,JAURO TUKUR PRIMARY SCHOOL KUMO,10066597.0,112045093.0,KUMO CENTRAL,JAURO TUKUR KALSHINGI ROAD KUMO,1160110304,Pre-Primary and Primary,Rural,Regular,No,Borehole,First Aid Kit,No,Yes,No,2020/2021,635,471,1106
GOMBE,AKKO,ALIM MIGINI PRIMARY SCHOOL,10.255966,11.169699,GARKO,BYPASS BEHIND AHAJAS HOSPITAL,1160110305,Pre-Primary and Primary,Rural,Regular,Yes,Borehole,No Health facility,No,Yes,No,2020/2021,70,78,148
GOMBE,AKKO,DUMBE PRIMARY SCHOOL,,,PINDIGA,KOFAN SARKI,1160110306,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,Yes,2020/2021,120,94,214
GOMBE,AKKO,GABUKKA PRIMARY SCHOOL,10171522.0,11273786.0,KALSHINGI,GABUKKA VILLAGE,1160110307,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,85,111,196
GOMBE,AKKO,SHILTO PRIMARY SCHOOL,10.281438,10.909545,AKKO,NEAR JAURO'S RESIDENCE SHILTO,1160110308,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,,No,Yes,2020/2021,77,35,112
GOMBE,AKKO,GARIN GALADIMA PRIMARY SCHOOL,,,PINDIGA,ALONG SABON KAURA ROAD,1160110309,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,39,48,87
GOMBE,AKKO,GALDIMARI PRIMARY SCHOOL,10.254345,11.196098,GARKO,ALONG BYPASS GOMBE,1160110310,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,229,211,440
GOMBE,AKKO,PANDAYA JAURO MAGAJI PRIMARY SCHOOL,10.245815,11.224448,GARKO,ALONG KALSHINGI ROAD NEAR FISH FARM,1160110311,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,,No,Yes,2020/2021,72,68,140
GOMBE,AKKO,COMPREHENSIVE PRIMARY SCHOOL JAUROJI,10.0425,11.2051,KUMO WEST,BEHIND BAPPAH KUMO FILLING STATION,1160110312,Pre-Primary and Primary,Urban,Regular,No,Borehole,First Aid Kit,No,Yes,No,2020/2021,53,70,123
GOMBE,AKKO,ALHAJI YUGUDA PRIMARY SCHOOL,10.176317,11.078167,TUKULMA,TUKULMA,1160110313,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,,No,No,2020/2021,50,20,70
GOMBE,AKKO,ALHAJI YUGUDA PRIMARY SCHOOL,,,TUKULMA,TUKULMA,1160110314,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,22,12,34
GOMBE,AKKO,SARKIN YAKI COMMUNITY NURSERY AND PRIMARY SCHOOL,,,KUMO CENTER,BAKOSHI JAURO MUSA STREET KUMO,1160110316,Pre-Primary and Primary,Urban,Regular,No,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,18,24,42
GOMBE,AKKO,NAYI NAWA PRIMARY SCHOOL,,,KALSHINGI,MALAM ARI VILLAGE GUJUBA,1160110317,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,190,167,357
GOMBE,AKKO,JADA PRIAMARY SCHOOL,,,GARKO,JAURO STREET,1160110318,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,92,55,147
GOMBE,AKKO,WURO DINDI PRIMARY SCHOOL,10.165819,11.198013,GARKO,WURO DINDI GARKO ROAD,1160110319,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,35,60,95
GOMBE,AKKO,DONGOL ALEWA PRIMARY SCHOOL,9.900868,11.055013,KASHERE,JAURO WAKILI HOUSE,1160110320,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,Yes,No,Yes,2020/2021,126,77,203
GOMBE,AKKO,HAMPATE PRIMARY SCHOOL,10.254,11.143055,GARKO,BYPASS BEHIND GOMBE ACADEMIC SCHOOL,1160110321,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,162,187,349
GOMBE,AKKO,GARIN SARKIN BAKA PRIMARY SCHOOL,9.997132,11.203329,KUMO WEST,NEAR BAPPA IBRAHIM VILLAGE,1160110322,Pre-Primary and Primary,Rural,Regular,No,Well,No Health facility,Yes,No,No,2020/2021,80,25,105
GOMBE,AKKO,GAJUMI PRIMARY SCHOOL,,,GARKO,JAURO GAJUMI STREET,1160110323,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,43,34,77
GOMBE,AKKO,WURO BAKA PRIMARY SCHOOL,10.234561,11.845941,GARKO,WURO BAKA,1160110324,Pre-Primary and Primary,Rural,Regular,No,Well,First Aid Kit,No,No,Yes,2020/2021,63,50,113
GOMBE,AKKO,SHEDDO PRIMARY SCHOOL,10.125632,10.947628,GONA,SHEDDOMAIN STREET BEHIND WURO DERTO VILLAGE,1160110325,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,,No,No,2020/2021,65,45,110
GOMBE,AKKO,ARDO BABA PRIMARY SCHOOL,,,TUKULMA,TUKULMA,1160110326,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,,No,No,2020/2021,41,28,69
GOMBE,AKKO,WURO DERTO PRIMARY SCHOOL,10.145688,11.000193,GONA,WURO DERTO,1160110329,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,66,50,116
GOMBE,AKKO,SEBIDU PRIMARY SCHOOL,10.152417,11.040943,TUKULMA,SEBIDU BEHIND ARDO BABA VILLAGE,1160110330,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,38,27,65
GOMBE,AKKO,ECCDE GARIN LIMAN,10.055436,11.201569,KUMO EAST,GARIN LIMAN,1160110331,Pre-Primary and Primary,Urban,Regular,No,Borehole,First Aid Kit,No,Yes,No,2020/2021,39,48,87
GOMBE,AKKO,SARKIN FULANIM PRIMARY SCHOOL,9.958758,11.079813,TUMU,SARKIN FULANI,1160110332,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,Yes,No,No,2020/2021,42,33,75
GOMBE,AKKO,DANYAWAJAMAARE PRIMARY SCHOOL,32.23044,8.11092,KUMO EAST,ALONG KURI ROAD,1160110334,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,65,100,165
GOMBE,AKKO,JAURO MANU PRIMARY SCHOOL,9.982096,11.139265,TUMU,NEAR DISTRICT HEAD RESIDENCE,1160110335,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,41,54,95
GOMBE,AKKO,ECCDE HAMMADU KAFI,10.254856,11.166409,GARKO,ADJACENT MAI ZARE HOSPITAL,1160110337,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,61,51,112
GOMBE,AKKO,BARUNDE EAST NURSERY AND PRIMARY SCHOOL,10.265678,11.18887,GARKO,BEHIND AMIR BREAD,1160110338,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,Yes,No,No,2020/2021,297,374,671
GOMBE,AKKO,NYOLE PRIMARY SCHOOL AKKO,,,GARKO,NYOLE MAIN STREET BEHIND GONA LOCAL ALONG KUMO ROAD,1160110339,Pre-Primary and Primary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,318,209,527
GOMBE,AKKO,GJSS DOLLI,10.265663,10.874607,AAKO,DOLLI,1160120002,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,63,38,101
GOMBE,AKKO,GJSS BAPPAH IBRAHIM,10.2133198,11.74291536,KUMO WEST,ALONG OLD KASHERE ROAD,1160120003,Junior Secondary,Rural,Regular,No,Well,First Aid Kit,No,No,No,2020/2021,116,97,213
GOMBE,AKKO,GJSS GARKO,,,GARKO,ALONG KUMO ROAD,1160120004,Junior Secondary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,Yes,2020/2021,102,37,139
GOMBE,AKKO,GJSS SAKARUMBU,9.84757,10.5448344,KASHERE,KASHERE ALKALERI ROAD,1160120005,Junior Secondary,Rural,Regular,Yes,No Source of Safe Water,No Health facility,No,No,Yes,2020/2021,86,45,131
GOMBE,AKKO,GJSS YELWA AKKO,9.92,10.937,KASHERE,YELWA AREA,1160120006,Junior Secondary,Rural,Regular,No,Other,No Health facility,No,No,No,2020/2021,30,20,50
GOMBE,AKKO,GJSS KIDDA,39.14424,24.34836,KUMO EAST,ALONG PROJECT STREET,1160120007,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,,Yes,No,2020/2021,59,23,82
GOMBE,AKKO,GJSS TUKULMA,10.136335,10.979863,AKKO,TUKULMA,1160120008,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,87,40,127
GOMBE,AKKO,GJSS CHILO  WAZIRI,10.107215,11.288227,KALSHINGI,KUMO ROAD,1160120009,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,120,24,144
GOMBE,AKKO,GJSS GONA,10.297405,11.741091,TUKULMA,GONA TUKULMA,1160120010,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,81,62,143
GOMBE,AKKO,GJSS SHABBAL,10.072946,11.184667,KUMO CENTRAL,SHABBAL,1160120011,Junior Secondary,Rural,Regular,Yes,No Source of Safe Water,First Aid Kit,No,Yes,Yes,2020/2021,76,32,108
GOMBE,AKKO,GJSS KUNDULUM,10.321005,11.178969,GARKO,KUNDULUM,1160120012,Junior Secondary,Rural,Regular,No,Borehole,First Aid Kit,No,Yes,Yes,2020/2021,206,129,335
GOMBE,AKKO,GJSS LEMBI,,,LEMBI WARD,ALONG KUMO ROAD NEAR GONA VILLAGE,1160120014,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,4,0,4
GOMBE,AKKO,GJSS GWARAM,9.93384,11.06053,PINDIGA,GWARAM BYPASS ROAD,1160120016,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,105,72,177
GOMBE,AKKO,GJSS TUMU (GDSS),10.008,11.0128,TUMU,OPPOSITE MATERNITY,1160120020,Junior Secondary,Rural,Regular,No,Borehole,First Aid Kit,No,No,No,2020/2021,271,141,412
GOMBE,AKKO,GJSS TABRA,10.255483,11.205298,GARKO,ADJACENT WAZIRI ABDULLAHI'S RESIDENT TABRA,1160120021,Junior Secondary,Rural,Regular,Yes,Borehole,First Aid Kit,No,Yes,Yes,2020/2021,260,265,525
GOMBE,AKKO,GJSS JAUROJI,10.042205,11.208475,KUMO WEST,JAUROJI   CENTRAL,1160120022,Junior Secondary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,115,74,189
GOMBE,AKKO,GJSS BARAMBU (GDSS),10.124883,11.180088,,ALONG KUMO ROAD NEAR GONA VILLAGE,1160120023,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,86,0,86
GOMBE,AKKO,GJSS KEMBU,10.0464213,11.295212,KUMO EAST,OPP FARM CENTER KEMBU,1160120024,Junior Secondary,Rural,Regular,Yes,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,133,78,211
GOMBE,AKKO,GJSS PINDIGA CENTRAL,9.527,10.534,PINDIGA,NEAR POLICE STATION,1160120025,Junior Secondary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,513,217,730
GOMBE,AKKO,GJSS WURO BIRIJI (GDSS),10.254519,11.153681,GARKO,OFF BYE ROAD,1160120026,Junior Secondary,Rural,Regular,No,Other,First Aid Kit,,Yes,No,2020/2021,369,261,630
GOMBE,AKKO,GJSS KALSHINGI,10.17129,11.248816,AKKO,TUDUN WADA STREET,1160120027,Junior Secondary,Rural,Regular,No,Borehole,First Aid Kit,No,Yes,Yes,2020/2021,185,141,326
GOMBE,AKKO,GJSS BOGO,10.272218,11.208252,GARKO,BOGO,1160120028,Junior Secondary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,Yes,2020/2021,446,353,799
GOMBE,AKKO,GJSS GARIN LIMAN,11.205039,,KUMO CENTRAL,GARIN LIMAN,1160120029,Junior Secondary,Rural,Regular,No,Other,First Aid Kit,No,Yes,Yes,2020/2021,284,213,497
GOMBE,AKKO,GJSS AKKOYEL,10.045858,11.222578,KUMO EAST,ADJECENT TO EMIR PALACE KUMO,1160120030,Junior Secondary,Urban,Regular,No,Other,First Aid Kit,No,No,No,2020/2021,340,223,563
GOMBE,AKKO,GJSS KASHERE,,,KASHERE,SANTURAKI STREET,1160120031,Junior Secondary,Rural,Regular,No,Other,First Aid Kit,No,Yes,No,2020/2021,231,133,364
GOMBE,AKKO,GJSS KUMO CENTRAL,100253.05,111237.98,KUMO CENTRAL,EMIRS PALACE ATREET KUMO OPPOSITE KUMO MAIN MARKET,1160120032,Junior Secondary,Urban,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,742,678,1420
GOMBE,AKKO,GJSS BADARA,9.855876,10.901074,KASHERE,BADARA AREA,1160120033,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,175,69,244
GOMBE,AKKO,GJSS BULA,10.36127,531.7,AKKO,,1160120034,Junior Secondary,Rural,Regular,No,Well,First Aid Kit,No,Yes,Yes,2020/2021,145,139,284
GOMBE,AKKO,GJSS JAURO TUKUR,100665897.0,112045093.0,KUMO CENTRE,LEFT HAND SIDE KUMO DIVISIONAL POLICE OFFICE,1160120035,Junior Secondary,Rural,Regular,No,Borehole,First Aid Kit,No,No,Yes,2020/2021,166,86,252
GOMBE,AKKO,GJSS AKKO (GDSS),10.2927283,10.9615845,AKKO,ALONG BAUCHI ROAD    OPPOSITE GSTC AMADA,1160120036,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,Yes,2020/2021,242,143,385
GOMBE,AKKO,GJSS GUDA LAMIDO,9.883502,10.946188,KASHERE,ALONG BADARA ROAD GUDA,1160120037,Junior Secondary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,40,6,46
GOMBE,AKKO,GJSS SHONGO IDRISA (GDSS),10.290131,11.079867,AKKO,ALONG BAUCHI ROAD,1160120038,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,No,No,2020/2021,150,119,269
GOMBE,AKKO,GJSS LAWANTI,10.306712,10.911311,AKKO,ALONG GOMBE BAUCHI ROAD NEAR AIRPORT LAWANTI,1160120039,Junior Secondary,Rural,Regular,No,Well,First Aid Kit,No,Yes,No,2020/2021,233,80,313
GOMBE,AKKO,GJSS PANDA,,,KUMO EAST,HOSPITAL STREET,1160120040,Junior Secondary,Rural,Regular,No,Borehole,No Health facility,No,Yes,No,2020/2021,15,4,19
GOMBE,AKKO,GJSS JABBA,9.982841,11.06436,TUMU WARD,NASARAWO BYPASS,1160120042,Junior Secondary,Rural,Regular,No,Well,No Health facility,No,Yes,No,2020/2021,44,23,67
GOMBE,AKKO,GOVERNMENT GIRLS COLLEGE DOMA,10.274957,11.222983,GONA,BIU ROAD GOMBE,1160120043,Junior Secondary,Urban,Regular,No,Borehole,First Aid Kit,No,Yes,No,2020/2021,0,375,375
GOMBE,AKKO,GJSS WURO-DOLE,10.358055,10.7691588,AKKO,ALONG BAUCHI ROAD,1160120044,Junior Secondary,Rural,Regular,No,Borehole,First Aid Kit,No,Yes,Yes,2020/2021,31,4,35
GOMBE,AKKO,GJSS PIYAU,10.000608,11.202267,TUMU,ALONG MAI GANGA PIYAU KUMO WEST ROAD,1160120045,Junior Secondary,Rural,Regular,Yes,No Source of Safe Water,First Aid Kit,No,Yes,Yes,2020/2021,146,56,202
GOMBE,AKKO,GJSS BOMALA,10.24714,11.17072,GARKO,NEAR DAGACI HOUSE BOMALA,1160120046,Junior Secondary,Rural,Regular,Yes,Borehole,First Aid Kit,No,Yes,No,2020/2021,350,268,618
GOMBE,AKKO,GJSS GADAWO,10.084586,11.14254,AKKO WEST,GADAWO,1160120047,Junior Secondary,Rural,Regular,Yes,Well,First Aid Kit,Yes,Yes,Yes,2020/2021,107,120,227
GOMBE,AKKO,GJSS KOBUWA,,,KUMO WEST,NORTH OF MAIGANGA,1160120048,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,60,44,104
GOMBE,AKKO,GJSS KUNJI,10.06896,11.308837,KUMO EAST,ALONG KIDDA ROAD,1160120049,Junior Secondary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,89,12,101
GOMBE,AKKO,GOVT JUNIOR SECONDARY SCHOOL SARKIN SHANU,10.230682,11.144866,GARKO,"BYEPASS, SARKIN SHANU",1160120052,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,Yes,2020/2021,21,2,23
GOMBE,AKKO,GJSS GARIN SIDDIKI,10.162552,11.025545,TUKULMA,TUKULMA ROAD,1160120053,Junior Secondary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,No,No,2020/2021,60,23,83
GOMBE,AKKO,GOVERNMENT JUNIOR SECONDARY SCHOOL DONGOL,9.91368,11.067315,KASHERE,ALONG BILLIRI ROAD,1160120054,Junior Secondary,Rural,Regular,No,Well,First Aid Kit,No,Yes,Yes,2020/2021,80,43,123
GOMBE,AKKO,GOVERNMENT JUNIOR SECONDARY SCHOOL GARIN SAKI,10.162552,11.025545,AKKO,ALONG BULA AKKO ROAD BULA,1160120055,Junior Secondary,Rural,Regular,Yes,No Source of Safe Water,No Health facility,Yes,Yes,Yes,2020/2021,43,7,50
GOMBE,AKKO,GOVERMENT JUNIOR SECONDARY SCHOOL TUMBURU YUGUDA,9.91867,11.013315,KASHERE,ALONG KASHERE ROAD,1160120056,Junior Secondary,Rural,Regular,No,No Source of Safe Water,No Health facility,No,Yes,No,2020/2021,63,37,100
GOMBE,AKKO,GOVERNMENT JUNIOR SECONDARY SCHOOL BABADIDI,,,AKKO,ARAWA A,1160120057,Junior Secondary,Rural,Regular,No,No Source of Safe Water,First Aid Kit,No,Yes,No,2020/2021,103,121,224
GOMBE,AKKO,GOVERNMENT JUNIOR SECONDARY SCHOOL ZAGAINA,10.320715,11.167169,GARKO,ZAGAINA SOUTH,1160120058,Junior Secondary,Rural,Regular,Yes,No Source of Safe Water,First Aid Kit,No,Yes,Yes,2020/2021,51,38,89
